valid|entry|cnt_words|pronounce|syllabary|english|mco
|ᎠᏍᏆᎸᏂᎭ|5|Gosdvnisdi gvhdi usgwalvnisdi gihli unehltanvi.|ᎪᏍᏛᏂᏍᏗ ᎬᏗ ᎤᏍᏆᎸᏂᏍᏗ ᎩᏟ ᎤᏁᏟᏔᏅᎢ.|He tried to hit the dog on the head with a bat.|
|ᏧᎬᏩᎶᏗ|5|Hla jugvwahldi yinigvhnisisgo alihelisdi gesvi.|Ꮭ ᏧᎬᏩᎶᏗ ᏱᏂᎬᎯᏏᏍᎪ ᎠᎴᎮᎵᏍᏗ ᎨᏒᎢ.|Wealth does not cause happiness.|
|ᎤᏥᏯ|5|Igada anasuhnidohi unijiya danhdisgo yunasuhna.|ᎢᎦᏓ ᎠᎾᏑᏂᏙᎯ ᎤᏂᏥᏯ ᏓᏅᏗᏍᎪ ᏳᎾᏑᎿ.|Some fishermen use worms when they fish.|
|ᎠᎵᏍᎩᎠ|5|Igada Anijalag anigehyuj unilvkwdi unalsgisdii.|ᎢᎦᏓ ᎠᏂᏣᎳᎩ ᎠᏂᎨᏳᏣ ᎤᏂᎸᏉᏗ ᎤᎾᎵᏍᎩᏍᏗᎢ.|Some Cherokee girls like to dance.|
|ᏗᏑᏫᏍᏗ|5|Joi iyuhliloda dadlisdv disuhwisdi dagwaduliha.|ᏦᎢ ᎢᏳᏟᎶᏓ ᏓᏟᏍᏛ ᏗᏑᏫᏍᏗ ᎠᏆᏚᎵᎭ.|I want three gallons of paint.|
|ᏗᎿᏬ|5|Junehnai tsgwisdi jugvwahldi dihnawo duninaoɂi.|ᏧᏁᎿᎢ ᏥᏈᏍᏗ ᏧᎬᏩᎵᏗ ᏗᎿᏬ ᏚᏂᎾᎣᎢ.|The wealthy have expensive clothes.|
|ᏧᎵᎡᎾ|5|Juwoyeni gvhdi, dahlinohehdisgo juniliena yvwi.|ᏧᏬᏰᏂ ᎬᏗ, ᏓᏟᏃᎮᏗᏍᎪ ᏧᏂᎵᎡᎾ ᏴᏫ.|He talks to deaf people in sign language.|
|ᎠᏲᏍᏔᏃᎲᏍᎦ|5|Uhlinigida ganolvsgv uyostanohnv usdi adanelvi.|ᎤᏟᏂᎩᏓ ᎦᏃᎸᏍᎬ ᎤᏲᏍᏔᏃᏅ ᎤᏍᏗ ᎠᏓᏁᎸᎢ.|The strong wind destroyed the small building.|
|ᎤᏩᏌ|5|Uwasa uluhjvi. Uwasa unhta nulstanidolvi.|ᎤᏩᏌ ᎤᎷᏨᎢ. ᎤᏩᏌ ᎤᏅᏔ ᏄᎵᏍᏔᏂᏙᎸᎢ.|He came by himself. Only he knows what happened|
|ᏗᏓᏙᎵᏍᏗᏍᎩ|5|Adela dinadatolsdisgi unadohlvhnv utana gaduhvi.|ᎠᏕᎳ ᏗᎾᏓᏙᎵᏍᏗᏍᎩ ᎤᎾᏙᏢᏅ ᎤᏔᎾ ᎦᏚᎲᎢ.|They formed a loan association in a big city.|
|ᎬᎾᏬᏗᎭ|5|Agalisgv uwanowhtana unhji, hlawotuhi nulstanvi.|ᎠᎦᎵᏍᎬ ᎤᏩᏃᏬᏔᎾ ᎤᏅᏥ, ᏝᏬᏚᎯ ᏄᎵᏍᏔᏅᎢ.|When the sunshine melted the snow, it became muddy.|
|ᎠᏓᏁᏟᏴᏍᏗᎭ|5|Duyaweja ahyvki aktiyv, analii udanedliyvstanvi.|ᏚᏯᏪᏣ ᎠᏴᎩ ᎠᎦᏘᏴ, ᎠᎾᎵᎢ ᎤᏓᏁᏟᏴᏍᏔᏅᎢ.|When he got tired of guarding the prisoner, his friend took his place.|
|ᏗᏢᏈᏍᏙᏗ|5|Hlesdi didlvkwisdohdi igvyi didla jinijadvhneli.|ᏞᏍᏗ ᏗᏢᏈᏍᏙᏗ ᎢᎬᏱ ᏗᏜ ᏥᏂᏣᏛᏁᎵ.|Don't let excuses get in your way.|
|ᎠᏰᎵᎠ|5|Jisgwa dahyelisgo gasvhgvi. Gago hiyelia?|ᏥᏍᏆ ᏓᏰᎵᏍᎪ ᎦᏒᎬᎢ. ᎦᎪ ᎯᏰᎵᎠ?|He imitates birds with his whistling. Who are you mocking?|
|ᎠᏈᏍᏙ|5|Jugidahli diganhdi dikwsdo dunilvkwdi Anijalagi.|ᏧᎩᏓᏟ ᏗᎦᏅᏗ ᏗᏈᏍᏙ ᏚᏂᎸᏉᏗ ᎠᏂᏣᎳᎩ.|Cherokees like feather pillows.|
|ᎨᎵ|5|Oginalii Daligwa dinadaniyisgi unadohlvsvi keli.|ᎣᎩᎾᎵᎢ ᏓᎵᏆ ᏗᎾᏓᏂᏱᏍᎩ ᎤᎾᏙᏢᏒᎢ ᎨᎵ.|My friend is a member of the Tahlequah police force.|
|ᏆᎾᏓᏲᎭ|5|Sudali ilasihdi iganvhida kwandayoha ojigowahta.|ᏑᏓᎵ ᎢᎳᏏᏗ ᎢᎦᏅᎯᏓ ᏆᎾᏓᏲᎭ ᎣᏥᎪᏩᏔ.|They and I saw a six-foot cobra.|
|ᎦᏣᎦᎵᎭ|5|Uweti ahnawo uwajagalvhv dagwalela unvgahldohdi.|ᎤᏪᏘ ᎠᎿᏬ ᎤᏩᏣᎦᎸᎲ ᏓᏆᎴᎳ ᎤᏅᎦᎸᏙᏗ.|He ripped an old cloth to wash the car.|
|ᏃᏊᎴ|5|Yaniluhgigwu sunale nogwule nuniluhjvnagwu yigi.|ᏯᏂᎷᎩᏊ ᏑᎾᎴ ᏃᏊᎴ ᏄᏂᎷᏨᎾᏊ ᏱᎩ.|They might come tomorrow and then they might not.|
|ᎠᎦᏯᎷᏗ|5|Agayaludi anhdisgo jisdvna daniniyisgv Anijalagi.|ᎠᎦᏯᎷᏗ ᎠᏅᏗᏍᎪ ᏥᏍᏛᎾ ᏓᏂᏂᏱᏍᎬ ᎠᏂᏣᎳᎩ.|Cherokees use a seine to catch crawdads.|
|ᎦᏅᏆᎶᏍᎩᎢ|5|Ganvgwalosgii osda nidanvneho sogwili junalasulo.|ᎦᏅᏆᎶᏍᎩᎢ ᎣᏍᏓ ᏂᏓᏅᏁᎰ ᏐᏈᎵ ᏧᎾᎳᏑᎶ.|They fix horseshoes at a blacksmith shop.|
|ᏝᏬᏚ|5|Hlawotu unvliyev ahnvwisgv kanajisdeji uwajvhyvi.|ᏝᏬᏚ ᎤᏅᎵᏰᎥ ᎠᏅᏫᏍᎬ ᎧᎾᏥᏍᏕᏥ ᎤᏩᏨᏴᎢ.|He doctored himself where a wasp stung him by rubbing mud on it.|
|ᎤᎵᏍᏚᎢᏓ|5|Galohisdi ulsduida gesv agwadelohosa, wagiyvhlvi.|ᎦᎶᎯᏍᏗ ᎤᎵᏍᏚᎢᏓ ᎨᏒ ᎠᏆᏕᎶᎰᏌ, ᏩᎩᏴᎸᎢ.|When I found out the door was open, I went in.|
|ᎠᎵᏰᏑᏍᏛᏍᎦ|5|Joitsgwa adelv jugvwahldi aliyesusto uliyesustga.|ᏦᎢᏥᏆ ᎠᏕᎸ ᏧᎬᏩᎵᏗ ᎠᎵᏰᏑᏍᏙ ᎤᎵᏰᏑᏍᏘᎦ.|He has a three hundred dollar ring on his finger.|
|ᎦᏢᏍᎦ|5|Junilvhwisdanehi nvya danihlvsga gadohi atalesvi.|ᏧᏂᎸᏫᏍᏓᏁᎯ ᏅᏯ ᏓᏂᏢᏍᎦ ᎦᏙᎯ ᎠᏔᎴᏒᎢ.|The workers are putting some rocks in a hole in the ground.|
|ᎠᏔᏍᎩᏍᏗᎭ|5|Kayegwona nvhgine ditasgisgi danhtasgidisgo yvwi.|ᎧᏰᏉᎾ ᏅᎩᏁ ᏗᏔᏍᎩᏍᎩ ᏓᏂᏔᏍᎩᏗᏍᎪ ᏴᏫ.|On July fourth people fire firecrackers.|
|ᎠᎦᏴᎵᎨᎢ|5|Na agayvlige talsgohi nadetiya nidigvdehyohvsgoi.|Ꮎ ᎠᎦᏴᎵᎨ ᏔᎵᏍᎪᎯ ᎾᏕᏘᏯ ᏂᏗᎬᏕᏲᎲᏍᎪᎢ.|The old woman has been teaching for twenty years.|
|ᎠᏗᏅᏗᎭ|5|Nvnohi dejinadiwsgv ale dagwalela nagwadinvtanvi.|ᏅᏃᎯ ᏕᏥᎾᏗᏫᏍᎬ ᎠᎴ ᏓᏆᎴᎳ ᎾᏆᏗᏅᏔᏅᎢ.|Crossing the road, I was almost run over by a car.|
|ᎦᏂᎳᏗᎠ|5|Ugvwiyuhi uwonisa, duniladelv yvwi junalsdehldii.|ᎤᎬᏫᏳᎯ ᎤᏬᏂᏌ, ᏚᏂᎳᏕᎸ ᏴᏫ ᏧᎾᎵᏍᏕᎸᏗ|When the chief spoke, he urged the people to work together.|
|ᎪᏣᏁᏍᏗᎢ|5|Uhyasdladisdi nigesvna uyelvsv gojanesdi galonea.|ᎤᏯᏍᏜᏗᏍᏗ ᏂᎨᏒᎾ ᎤᏰᎸᏒ ᎪᏣᏁᏍᏗ ᎦᎶᏁᎠ.|He's oiling the trigger so it won't rust.|
|ᎦᏅᏠᎯᎭ|5|Wahga agina uslada dunvhlohlvi. Tinvhloga!|ᏩᎦ ᎠᎩᎾ ᎤᏍᎳᏓ ᏚᏅᏠᏢᎢ. ᏘᏅᏠᎦ!|When he roped the calf, he tied up its legs. Put your brakes on!|
|ᏆᎾ|5|Hia digalogisgi kwana datvhisdisgo deganadegoihno.|ᎯᎠᏗᎦᎶᎩᏍᎩ ᏆᎾ ᏓᏛᎯᏍᏗᏍᎪ ᏕᎦᎾᏕᎪᎢᏃ.|This farmer raises peaches and sells them.|
|ᏗᏓᏬᏍᎩ|5|Igvyi Dinadawosgi Junilawisdi ayatohihi nulstanvi.|ᎢᎬᏱ ᏗᎾᏓᏬᏍᎩ ᏧᏂᎳᏫᏍᏗ ᎠᏯᏙᎯᎯ ᏄᎵᏍᏔᏅᎢ.|He became a deacon in a First Baptist Church.|
|ᎢᏳᎾᏙᏓᏆᏍᏗ|5|Joi iyunadodagwasdi igohida didolanvsdi duwhtanvi.|ᏦᎢ ᎢᏳᎾᏙᏓᏆᏍᏗ ᎢᎪᎯᏓ ᏗᏙᎳᏅᏍᏗ ᏚᏮᏔᏅᎢ.|He used crutches for three weeks.|
|ᏗᎵᏍᏙᏰᏗ|5|Digosdayi dilsdoyhdi juwhdohdi ulvkwdi gayewsvsgvi.|ᏗᎪᏍᏓᏱ ᏗᎵᏍᏙᏰᏗ ᏧᏮᏙᏗ ᎤᎸᏉᏗ ᎦᎮᏫᏒᏍᎬᎢ.|He likes to use sharp scissors while sewing.|
|ᎦᏅᏙᎩ|5|Dihnesgesgi nigohilv ganhdohgi kdisgo dahnesgesgvi.|ᏗᏁᏍᎨᏍᎩ ᏂᎪᎯᎸ ᎦᏅᏙᎩ ᎬᏗᏍᎪ ᏓᏁᏍᎨᏍᎬᎢ.|A carpenter always uses a saw when building houses.|
|ᎠᏓᏪᎯ|5|Igada Anijalagi unilvkwdi anidawehi junihnohehdiɂi.|ᎢᎦᏓ ᎠᏂᏣᎳᎩ ᎤᏂᎸᏉᏗ ᎠᏂᏓᏪᎯ ᏧᏂᏃᎮᏗᎢ.|Some Cherokees like to talk about magicians.|
|ᏗᎬᏜᏗᏍᎩ|5|Joiha dije dikdladisgi duniha dinhidladisgi.|ᏦᎢᎭ ᏗᏤ ᏗᎬᏜᏗᏍᎩ ᏚᏂᎭ ᏗᏅᏜᏗᏍᎩ.|The firemen have three new firetrucks.|
|ᎤᎾᎠ|5|Janaas dagwalela ahilidasdi adalsgohldanehi gohweli?|ᏣᎾᎠᏍ ᏓᏆᎴᎳ ᎠᎯᎵᏓᏍᏗ ᎠᏓᎵᏍᎪᎸᏓᏁᎯ ᎪᏪᎵ?|Do you have a driver's license?|
|ᎠᏓᏲᏁᎭ|5|Chaneline dikanowadvsdi "hlesdi jadahyonelvi" adiha.|ᏣᏁᎵᏁ ᏗᎧᏃᏩᏛᏍᏗ "ᏞᏍᏗ ᏣᏓᏲᏁᎸᎢ" ᎠᏗᎭ.|The eighth commandment says, "Thou shalt not commit adultery."|
|ᎦᏢᏍᎦ|5|Diniyohlidv danihlvsgv vsgihnv iyusdi dvogahnigisvi.|ᏗᏂᏲᏟᏛ ᏓᏂᏢᏍᎬ ᎥᏍᎩᏅ ᎢᏳᏍᏗ ᏛᎣᎦᏂᎩᏒᎢ.|The children were getting sleepy; that's why we came back.|
|ᏴᏩᎩᏍᎩ|5|Gohigiyv jigesv aniyvwagisgi danihnohesgv Anijalagi.|ᎪᎯᎩᏴ ᏥᎨᏒ ᎠᏂᏴᏩᎩᏍᎩ ᏓᏂᏃᏁᏍᎬ ᎠᏂᏣᎳᎩ.|Long ago Cherokees used to tell stories about cannibals.|
|ᎢᏯᏓᏅᏖᏗ|5|Sgigadu iyadanhtehdi jugvwahldi aditasdi agwaduliha.|ᏍᎩᎦᏚ ᎢᏯᏓᏅᏖᏗ ᏧᎬᏩᎶᏗ ᎠᏗᏔᏍᏗ ᎠᏆᏚᎵᎭ.|I want a fifteen-cent drink.|
|ᎠᎾᎦᎵᏍᎩ|5|Ulihwojv anagalisgi unulvhnv uhnigisdohdi dagwalela.|ᎤᎵᏬᏨ ᎠᎾᎦᎵᏍᎩ ᎤᏄᎸᏅ ᎤᏂᎩᏍᏙᏗ ᏓᏆᎴᎳ.|The dead battery couldn't start the car|
|ᎬᏩᏃᏍᏓ|5|Gohusdi gvhwanosda ukihisdi anehldisgv uhyvhjinvtsvi.|ᎪᎱᏍᏗ ᎬᏩᏃᏍᏓ ᎤᎩᎯᏍᏗ ᎠᏁᎵᏗᏍᎬ ᎤᏴᏥᏅᏨᎢ.|He got choked trying to swallow something whole.|
|ᏗᏓᏍᏓᏴᎲᏍᎩ|5|Hisgi iyanii dinadasdayvhvsgi dusuyesv unadasdayhdii.|ᎯᏍᎩ ᎢᏯᏂᎢ ᏗᎾᏓᏍᏓᏴᎲᏍᎩ ᏚᏑᏰᏒ ᎤᎾᏓᏍᏓᏴᏗᎢ.|He chose five cooks to cook.|
|ᎠᏛᏓᏍᏗᎭ|5|Sgohi iyatahwostanv igohida jiyatvdastanv gawonisgvi.|ᏍᎪᎯ ᎢᏯᏔᏬᏍᏔᏅ ᎢᎪᎯᏓ ᏥᏯᏛᏓᏍᏔᏅ ᎦᏬᏂᏍᎬᎢ.|I listened to him speak for ten minutes.|
|ᎠᎵᎮᎵᏤᎭ|5|Uweji achuja yusdelvha dulvhwisdanehv, alihelichehoi.|ᎤᏪᏥ ᎠᏧᏣ ᏳᏍᏕᎸᎭ ᏚᎸᏫᏍᏓᏁᎲ, ᎠᎵᎮᎵᏤᎰᎢ.|When his son helps him work, he thanks him.|
|ᏗᎧᏃᏩᏛᏍᏗ|5|Dikanowadvsdi yiduniyostana igada gvwakti nanadvnehoi.|ᏗᎧᏃᏩᏛᏍᏗ ᏱᏚᏂᏲᏍᏔᎾ ᎢᎦᏓ ᎬᏩᎩᏘ ᎾᎾᏛᏁᎰᎢ.|When some people break the law, they get away with it.|
|ᎤᏓᏍᏛᏗᏍᏗ|5|Udasdvdisdi gesv wahliilohiha yidvyosdi dikanowadvsdi.|ᎤᏓᏍᏛᏗᏍᏗ ᎨᏒ ᏩᏟᎢᎶᎯᎭ ᏱᏛᏲᏍᏗ ᏗᎧᏃᏩᏛᏍᏗ.|Breaking the law leads to punishment.|
|ᎩᎦ ᏕᎧᏴᏍᏉᎢᎭ|5|Sgwahlesdi uwahnila kayvsoli giga duhyvsgwolvi.|ᏍᏆᏞᏍᏗ ᎤᏩᏂᎳ ᎧᏴᏐᎵ ᎩᎦ ᏚᏴᏍᏉᎸᎢ.|When a ball hit him on his nose, he got a nosebleed.|
|ᎠᎦᏓᎭᎢ|5|Gadohi yidunanelohna diniyohli, anigadaha nanalsdisgoi.|ᎦᏙᎯ ᏱᏚᎾᏁᎶᎿ ᏗᏂᏲᏟ, ᎠᏂᎦᏓᎭ ᎾᎾᎵᏍᏗᏍᎪᎢ.|When children play on the ground, they become dirty.|
|ᏕᎧᎵᏆᏕᎦ|5|Gajanuli uwadeystana adeyohv duhlihgwadinvsv dagwalela.|ᎦᏣᏄᎵ ᎤᏩᏕᏯᏍᏔᎾ ᎠᏕᏲᎲ ᏚᏟᏆᏗᏅᏒ ᏓᏆᎴᎳ.|When he went around the curve too fast, he turned the car over.|
|ᏓᏍᏔᏰᏍᎦ|5|Hlesdi vsgi isdayi yidijalvhwisdanehesdi, dotastayesis.|ᏞᏍᏗ ᎥᏍᎩ ᎢᏍᏓᏱ ᏱᏗᏣᎸᏫᏍᏓᏁᎮᏍᏗ, ᏙᏔᏍᏔᏰᏏᏍ.|Don't work so hard or you'll get exhausted.|
|ᎤᎵᏍᏆᎵᏓ|5|Gvnosasdi ulsgwalida jiyvwahta. Julsgwalida adiha.|ᎬᏃᏌᏍᏗ ᎤᎵᏍᏆᎵᏓ ᏥᏴᏩᏔ. ᏧᎵᏍᏆᎵᏓ ᎠᏗᎭ.|I found a broken broom. He says he's broke.|
|ᏚᎸᏫᏍᏓᏁᎭ|5|Na didehlohgwasgi Dodagwidena udodagwada dulvhwisdanehoi.|Ꮎ ᏗᏕᏠᏆᏍᎩ ᏙᏓᏈᏕᎾ ᎤᏙᏓᏆᏓ ᏚᎸᏫᏍᏓᏁᎰᎢ.|That student works all day Saturday.|
|ᏓᏓᏁᏎᎠ|5|Dadahnesesgv uwhtanidasdi uhyalv judahnesesdi ajitayosela.|ᏓᏓᏁᏎᏍᎬ ᎤᏮᏔᏂᏓᏍᏗ ᎤᏯᎸ ᏧᏓᏁᏎᏍᏗ ᎠᏥᏔᏲᏎᎳ.|He looked for his conjuring material when he was asked to conjure.|
|ᎦᎨᏓ|5|Nigohilv gageda asaladanvhvsgv nidigalsdohdi jinuhlinigvga.|ᏂᎪᎯᎸ ᎦᎨᏓ ᎠᏌᎳᏓᏅᎲᏍᎬ ᏂᏗᎦᎵᏍᏙᏗ ᏥᏄᏟᏂᎬᎦ.|The reason he is so strong is because he is always lifting heavy objects.|
|ᏕᎪᏏᏏᎭ|5|Unadodagwasgv Dinadehlohgwasgi digehyohvsgi duwosisahnv unigoliyevɂi.|ᎤᎾᏙᏓᏆᏍᎬ ᏗᎾᏕᏠᏆᏍᎩ ᏗᎨᏲᎲᏍᎩ ᏚᏬᏏᏌᏅ ᎤᏂᎪᎵᏰᎥᎢ.|The Sunday School teacher explained what they had read.|
|ᎦᏚᎲᎢ|6|Hila nania yvwi aneha Daligwa gaduhvi?|ᎯᎳ ᎾᏂᎠ ᏴᏫ ᎠᏁᎭ ᏓᎵᏆ ᎦᏚᎲᎢ?|What's the population of the town of Tahlequah?|
|ᏓᏁᎶᏗᎭ|6|Gada usdi danehldi na usdi achuja?|ᎦᏙ ᎤᏍᏗ ᏓᏁᎶᏗ Ꮎ ᎤᏍᏗ ᎠᏧᏣ?|What is the little boy playing with?|
|ᏎᎷ|6|Hila iga selu dehatvhisda kohi gogi|ᎯᎳ ᎢᎦ ᏎᎷ ᏕᎭᏛᎯᏍᏓ ᎪᎯ ᎪᎩ|How much corn did you raise this summer?|
|ᎤᏕᎦ|6|Sunale udli wijadesv na uyo gahldvi.|ᏑᎾᎴ ᎤᏟ ᏫᏣᏕᏒ Ꮎ ᎤᏲ ᎦᎵᏛᎢ.|Tomorrow throw the trash away.|
|ᎠᎦᏍᎦ|6|Tsgwisdi agasga dlv envsdi kohi iga.|ᏥᏈᏍᏗ ᎠᎦᏍᎦ Ꮲ ᎡᏅᏍᏗ ᎪᎯ ᎢᎦ.|It's raining too much to go somewhere today.|
|ᎦᎪ|6|Gago na sakonige ulsduli jigi asgaya?|ᎦᎪ Ꮎ ᏌᎪᏂᎨ ᎤᎵᏍᏚᎵ ᏥᎩ ᎠᏍᎦᏯ?|Who is the man wearing the blue cap?|
|ᎦᎵᏗᎭ|6|Gado usdi gahldi talugisgi na asgaya?|ᎦᏙ ᎤᏍᏗ ᎦᎵᏗ ᏔᎷᎩᏍᎩ Ꮎ ᎠᏍᎦᏯ?|What is the man putting in the can?|
|ᎦᏅᏅᎢ|6|Josgo joi gohweli ganvhnv nav jinela.|ᏦᏍᎪ ᏦᎢ ᎪᏪᎵ ᎦᏅᏅ ᎾᎥ ᏥᏁᎳ.|I live near highway 33.|
|ᏙᏧᏩ|6|Tojuwha usdika sihnv na dlayhga gesvi.|ᏙᏧᏮᎠ ᎤᏍᏗᎧ ᏏᏅ Ꮎ ᏜᏴᎦ ᎨᏒᎢ.|The redbird is smaller than the bluejay.|
|ᎦᎴᎦ|6|Wesa ukehena gihli, wesa hlgvi ulvsvi.|ᏪᏌ ᎤᎨᎮᎾ ᎩᏟ, ᏪᏌ ᏡᎬᎢ ᎤᎸᏒᎢ.|When the dog chased the cat, the cat climbed a tree.|
|ᏭᏕᎵᎦ|6|Wudeligv ididla wudeligo iga ehi nvda.|ᏭᏕᎵᎦ ᎢᏗᏜ ᏭᏕᎵᎪ ᎢᎦ ᎡᎯ ᏅᏓ.|The sun goes out of sight in the west.|
|ᎠᎦᏴᎵ|6|Agayvli saloli juhyo gihli uwaka eduji.|ᎠᎦᏴᎵ ᏌᎶᎵ ᏧᏲ ᎩᏟ ᎤᏩᎧ ᎡᏚᏥ.|My uncle has an old squirrel dog.|
|ᏯᏙᏟ|6|Hyatohli sdudi ktov wigalohisdi juwenvsv yoga.|ᏯᏙᏟ ᏍᏚᏗ ᎬᏙᎥ ᏫᎦᎶᎯᏍᏗ ᏧᏪᏅᏒ ᏲᎦ.|You go through a narrow gate when you're going to his house.|
|ᎠᎯᏓ|6|Igada inada hla ahida yigi digowhtvhdi.|ᎢᎦᏓ ᎢᎾᏓ Ꮭ ᎠᎯᏓ ᏱᎩ ᏗᎪᏩᏛᏗ.|Some snakes are not easy to see.|
|ᏏᏅ|6|Ije dagwawela dajehla sihnv uweti gesvi.|ᎢᏤ ᏓᏆᏪᎳ ᏓᏤᏝ ᏏᏅ ᎤᏪᏘ ᎨᏒᎢ.|A new car is better than an old one.|
|ᎤᎦᎾᏩ|6|Udohiyu uganawa nigalsda kohi iga, doka?|ᎤᏙᎯᏳ ᎤᎦᎾᏩ ᏂᎦᎵᏍᏓ ᎪᎯ ᎢᎦ, ᏙᎧ?|It sure got warm today, didn't it?|
|ᏂᎦᎵᏍᏗᎭ|6|Udohiyu uganawa nigalsda kohi iga, doka?|ᎤᏙᎯᏳ ᎤᎦᎾᏩ ᏂᎦᎵᏍᏓ ᎪᎯ ᎢᎦ, ᏙᎧ?|It sure got warm today, didn't it?|
|ᎤᏍᎪᎵ|6|Hlgv uskoli wulohlv saloli gihli ukehena.|ᏡᎬ ᎤᏍᎪᎵ ᏭᎶᏢ ᏌᎶᎵ ᎩᏟ ᎤᎨᎮᎾ.|The squirrel climbed to the top of the tree when the dog chased it.|
|ᎣᏍᏓ|6|Hia hawiya osda agisdi. Osd gawoni.|ᎯᎠ ᎭᏫᏯ ᎣᏍᏓ ᎠᎩᏍᏗ. ᎣᏍᏓ ᎦᏬᏂ.|This meat is good to eat. He speaks well.|
|ᎠᎦᎷᎦ|6|Igada agaluga jusdi geso, igadahno jutana.|ᎢᎦᏓ ᎠᎦᎷᎦ ᏧᏍᏗ ᎨᏐ, ᎢᎦᏓᏃ ᏧᏔᎾ.|Some twisters are small and some are big.|
|ᏓᎦᏟᎭ|6|Suhliloda iga selu duktlvhv sogwili ugisdi|ᏚᏟᎶᏓ ᎢᎦ ᏎᎷ ᏚᎦᏢᎲ ᏐᏈᎵ ᎤᎩᏍᏗ.|He shelled a bushel of corn for the horse to eat.|
|ᎦᎵᏣᏗ|6|Gado usdi ada hvhdisgo gahljadi yijohlvhna?|ᎦᏙ ᎤᏍᏗ ᎠᏓ ᎲᏗᏍᎪ ᎦᎵᏣᏗ ᏱᏦᏢᎿ?|What kind of wood do you use when you make a bow?|
|ᏓᏬᎵ|6|Igada dawoli anosda digahyesdi igadahno anadahihi.|ᎢᎦᏓ ᏓᏬᎵ ᎠᏃᏍᏓ ᏗᎦᏰᏍᏗ ᎢᎦᏓᏃ ᎠᎾᏓᎯᎯ.|Some mushrooms are good to eat but others are poisonous.|
|ᏕᎦᎾᏗᏫᏍᎦ|6|Nvnohi deganadiwsgv ahwi jigov usv jigesvi.|ᏅᏃᎯ ᏕᎦᎾᏗᏫᏍᎬ ᏥᎪᎥ ᎠᏫ ᎤᏒ ᏥᎨᏒᎢ.|I saw a deer crossing a road last night.|
|ᎠᏔᎴᏒᎢ|6|Nvya junsdi gvhdi tikalija datalesv nvnohi.|ᏅᏯ ᏧᎾᏍᏗ ᎬᏗ ᏘᎧᎵᏣ ᏓᏔᎴᏒ ᏅᏃᎯ.|Fill the holes in the road with gravel.|
|ᎦᏁᏐᏯᏍᎦ|6|Sudetiyvsa jigesv kohi iga sdaya unesoysvi.|ᏚᏕᏘᏴᏌ ᏥᎨᏒ ᎪᎯ ᎢᎦ ᏍᏓᏯ ᎤᏁᏐᏯᏒᎢ.|One year ago today it hailed hard.|
|ᎠᏕᎲᏍᎦ|6|Hisgi iyuwahnilv jigesv kohi sunale udehnvi.|ᎯᏍᎩ ᎢᏳᏩᏂᎸ ᏥᎨᏒ ᎪᎯ ᏑᎾᎴ ᎤᏕᏅᎢ.|He was born at five o'clock this morning.|
|ᏎᏗ|6|Igada disehisdi sedi ada digohlvhtanv gesoi.|ᎢᎦᏓ ᏗᏎᎯᏍᏗ ᏎᏗ ᎠᏓ ᏗᎪᏢᏔᏅ ᎨᏐᎢ.|Some dressers are made of walnut.|
|ᎠᎿᏬᎠ|6|Ije gasaleni ajinvnelv asehnv hla yuhnawoei.|ᎢᏤ ᎦᏌᎴᏂ ᎠᏥᏅᏁᎸ ᎠᏎᏅ Ꮭ ᏳᎿᏬᎡᎢ.|He was given a new coat, but he didn't wear it.|
|ᎡᏝᏪᎢ|6|Ehlawe gesv yvwi gawonisgi gawonisgv igohida.|ᎡᏝᏪ ᎨᏒ ᏴᏫ ᎦᏬᏂᏍᎩ ᎦᏬᏂᏍᎬ ᎢᎪᎯᏓ.|The people were quiet while the speaker spoke.|
|ᎠᏓᏃᏰᎭ|6|Udahnoyehdi uduli asehnv hla adahnoyo yuwaya.|ᎤᏓᏃᏰᏗ ᎤᏚᎵ ᎠᏎᏅ Ꮭ ᎠᏓᏃᏲ ᏳᏩᏯ.|He wants to fan herself, but he has no fan.|
|ᎤᏂᏡᎬᎢ|6|Uhnihlgvigwu iga uhlinohiya na utana jihlgvi.|ᎤᏂᏡᎬᎢᏊ ᎢᎦ ᎤᏟᏃᎯᏯ Ꮎ ᎤᏔᎾ ᏥᏡᎬᎢ.|A stump is all that's left of the big tree.|
|ᎠᎾᏟᏅᏟ|6|Hia hisgi iyanii anichuja nigada anahlinvdli.|ᎯᎠ ᎯᏍᎩ ᎢᏯᏂᎢ ᎠᏂᏧᏣ ᏂᎦᏓ ᎠᎾᏟᏅᏟ.|These five boys are all brothers.|
|ᏗᎦᎳᏫᏍᏗᎢ, ᏧᏂᎳᏫᏍᏗᎢ|6|Hila iga degohlv junilawisdi Daligwa gaduhvi?|ᎯᎳ ᎢᎦ ᏕᎪᏢ ᏧᏂᎳᏫᏍᏗ ᏓᎵᏆ ᎦᏚᎲᎢ?|How many churches are there in the city of Tahlequah?|
|ᎠᏓᏍᏓᏴᎲᏍᎦ|6|Hla ase jadasdayhdi yigi, hlaheno yagigosiha.|Ꮭ ᎠᏎ ᏣᏓᏍᏓᏴᏗ ᏱᎩ, ᏝᎮᏃ ᏯᎩᎪᏏᎭ.|You don't have to cook, because I'm not hungry.|
