id   |definitiond                                                                                                    |nounadjpluralsyllf|sentenceenglishs                                                                                                                                                             |sentenceq                                                                                  |sentencesyllr                                                                                  |syllabaryb|vfirstpresh    |vsecondimpersylln|vthirdinfsyllp|vthirdpastsyllj|vthirdpressylll|entrytone              |nounadjpluraltone      |vfirstprestone                             |vsecondimpertone                   |vthirdinftone      |vthirdpasttone       |vthirdprestone        |source
101140|Group                                                                                                                                                       |                  |                                                                                                                                                                                           |                                                                                                                                  |                                                                                                                       |ᎱᎾᏓᏥᎬ            |                 |                 |              |               |               |hundadsgv                                       |                                                |                                                 |                                          |                                 |                                |                                  |rrd
101141|Stream.; Small river                                                                                                                                        |                  |                                                                                                                                                                                           |                                                                                                                                  |                                                                                                                       |ᎱᏂᎯᎥ             |                 |                 |              |               |               |hụnihịv                                         |                                                |                                                 |                                          |                                 |                                |                                  |rrd
101142|Vine, to be on                                                                                                                                              |                  |                                                                                                                                                                                           |                                                                                                                                  |                                                                                                                       |ᎱᏓ               |                 |                 |              |               |               |huda                                            |                                                |                                                 |                                          |                                 |                                |                                  |rrd
101143|Disease                                                                                                                                                     |                  |                                                                                                                                                                                           |                                                                                                                                  |                                                                                                                       |ᎱᏳᎩ              |                 |                 |              |               |               |huhyugi                                         |                                                |                                                 |                                          |                                 |                                |                                  |rrd
101144|How                                                                                                                                                         |                  |                                                                                                                                                                                           |                                                                                                                                  |                                                                                                                       |ᎲᎦ               |                 |                 |              |               |               |hvga                                            |                                                |                                                 |                                          |                                 |                                |                                  |rrd
101145|When                                                                                                                                                        |                  |“<u>When</u> are you coming back?”                                                                                                                                                         |[King pg 120]                                                                                                                     |<u>ᎲᎦᎢᏴ</u> ᏛᎯᎷᏥ?                                                                                                      |ᎲᎦᎢᏴ             |                 |                 |              |               |               |hvgạɂiyv                                        |                                                |                                                 |                                          |                                 |                                |                                  |rrd
73545 |locust, (cicada)                                                                                                                                            |                  |You can hear <u>locusts</u> in the heat of the summer.                                                                                                                                     |Gogi udihlehgi ditvgodi naniwesgv <u>lolo</u>.                                                                                    |ᎪᎩ ᎤᏗᏞᎩ ᏗᏛᎪᏗ ᎾᏂᏪᏍᎬ <u>ᎶᎶ</u>.                                                                                          |ᎶᎶ               |                 |                 |              |               |               |lo2lo                                           |                                                |                                                 |                                          |                                 |                                |                                  |ced
73548 |here                                                                                                                                                        |                  |<u>Here</u>! Here is the money I owe you!                                                                                                                                                  |<u>Na</u>! Ahani adela jikstuga.                                                                                                  |<u>Ꮎ</u>! ᎠᎭᏂ ᎠᏕᎳ ᏥᏍᎩᏚᎦ.                                                                                               |Ꮎ                |                 |                 |              |               |               |na                                              |                                                |                                                 |                                          |                                 |                                |                                  |ced
73549 |that, those                                                                                                                                                 |                  |Where did you put <u>those</u> wheels?                                                                                                                                                     |Hadlv dehihvga <u>na</u> digagwatdi?                                                                                              |ᎭᏢ ᏕᎯᎲᎦ <u>Ꮎ</u> ᏗᎦᏆᏘᏗ.                                                                                                |Ꮎ                |                 |                 |              |               |               |na                                              |                                                |                                                 |                                          |                                 |                                |                                  |ced
73553 |near, close                                                                                                                                                 |                  |Go stand <u>near</u> him.                                                                                                                                                                  |Digadogv <u>nav</u> hwalehvga.                                                                                                    |ᏗᎦᏙᎬ <u>ᎾᎥ</u> ᏩᎴᎲᎦ.                                                                                                   |ᎾᎥ               |                 |                 |              |               |               |na.2?v                                          |                                                |                                                 |                                          |                                 |                                |                                  |ced
101146|Near.; Close by                                                                                                                                             |                  |… But though this be so, yet since things present and our fleshly appetite are such <u>near</u> neighbors one to another; and, …                                                           |[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]                                                                                                                     |… ᎾᏍᎩ ᎯᎠ ᎤᏙᎯᏳᎯ ᏄᏍᏗ, ᎠᏎᏃ ᎪᎯᏉ ᎨᏒ ᏤᎾᎠ, ᎤᏇᎵᏃ ᎢᎦᏚᎸᎲᏗ ᎨᏒ <u>ᎾᎥᏂ</u> ᏂᏚᏓᎸ; ᎠᎴ …                                               |ᎾᎥᏂ              |                 |                 |              |               |               |nạɂv³ɂni                                        |                                                |                                                 |                                          |                                 |                                |                                  |rrd
101147|Balsam poplar.; biol. <em>Populus sect.</em> Tacamahaca                                                                                                     |                  |                                                                                                                                                                                           |                                                                                                                                  |                                                                                                                       |ᎾᎨᎢ              |                 |                 |              |               |               |nạgẹɂi                                          |                                                |                                                 |                                          |                                 |                                |                                  |rrd
73551 |then                                                                                                                                                        |                  |You're not going until <u>then</u>?                                                                                                                                                        |<u>Nahiyuis</u> kila tesi?                                                                                                        |ᎾᎯᏳᎢᏍ ᎩᎳ ᏖᏏ?                                                                                                           |ᎾᎯᏳᎢ             |                 |                 |              |               |               |na1hi.2yu4?i                                    |                                                |                                                 |                                          |                                 |                                |                                  |ced
101148|Plantain, broadleaf.; biol. <em>Plantago major.</em>                                                                                                        |                  |                                                                                                                                                                                           |                                                                                                                                  |                                                                                                                       |ᎾᎾ ᎤᏕᏱᏘ          |                 |                 |              |               |               |nan ụdehyti                                     |                                                |                                                 |                                          |                                 |                                |                                  |rrd
73552 |there are, (a number of three or more must be specified)                                                                                                    |                  |<u>There are</u> five workers.                                                                                                                                                             |Hisgi <u>nania</u> junilvhwisdanehi.                                                                                              |ᎯᏍᎩ <u>ᎾᏂᎠ</u> ᏧᏂᎸᏫᏍᏓᏁᎯ.                                                                                               |ᎾᏂᎠ              |ᏃᏥᎠ              |ᏂᏥᎡᏍᏗ            |----          |----           |ᎾᏂᎣᎢ           |na1ni3?a                                        |                                                |no1ji3?a                                         |ni1ji3?e3sdi                              |----                             |----                            |na1ni3?o3?i                       |ced
101149|Now.; There                                                                                                                                                 |                  |<u>Now</u> I begin to reap the benefits of my hazards.                                                                                                                                     |[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]                                                                                                                     |<u>ᎾᏉ</u> ᎠᏆᎴᏅᎲ ᎣᏍᏛ ᎦᏓᏅᏓᏗᏍᎬ ᎤᏎᎦᏥᏙᎸᎯ ᎠᏆᏓᏗᏫᏎᎸᎯ ᎨᏒᎢ.                                                                      |ᎾᏉ               |                 |                 |              |               |               |nagwo                                           |                                                |                                                 |                                          |                                 |                                |                                  |rrd
101150|He is doing it                                                                                                                                              |                  |… having under myself soldiers, and I say to this one, Go, and he goeth, and to another, Be coming, and he cometh, and to my servant, <u>Do this</u>, and <u>he doth</u> [it].’            |[ᎹᏚ 8:9]                                                                                                                          |… ᎠᎴ ᏓᎩᎧᎭ ᎠᏂᏯᏫᏍᎩ ᎾᏍᎩ ᏕᎬᏆᏁᎶᏙᎢ, ᎩᎶᏃ ᎮᎾ ᏥᏲᏏ, ᎡᎪᎢ; ᏅᏩᏓᎴᏃ ᎡᎮᎾ ᏥᏲᏏ, ᏗᎡᎪᎢ; ᏥᏅᏏᏓᏍᏗᏃ, ᎯᎠ <u>ᎿᏛᎦ</u> ᏥᏲᏏ, ᎾᏍᎩ <u>ᎾᏛᏁᎰᎢ</u>.      |ᎾᏛᏁᎭ             |ᏂᎦᏛᏁᎠ            |ᎿᏛᏁᎦ             |ᎢᏳᏛᏗ          |ᏄᏛᏁᎸᎢ          |ᎾᏛᏁᎰᎢ          |nadṿneha                                        |                                                |nịgadṿnẹɂa                                       |hnadṿnega                                 |ịyudṿɂdi                         |nudṿnẹlv²³ɂi                    |nadṿneho³ɂi                       |rrd
101151|Eighty                                                                                                                                                      |                  |… and he saith to him, Take thy bill, and write <u>eighty</u>.                                                                                                                             |[ᎷᎦ 16:7]                                                                                                                         |… ᎯᎠᏃ ᏄᏪᏎᎴᎢ, ᎯᎾᎩ ᎪᏪᎵ ᎡᏣᏚᎬᎢ, ᎠᎴ <u>ᏁᎳᏍᎪᎯ</u> ᎰᏪᎸᎦ.                                                                      |ᏁᎳᏍᎪᎯ            |                 |                 |              |               |               |nelsgohi                                        |                                                |                                                 |                                          |                                 |                                |                                  |rrd
101152|Eighteen                                                                                                                                                    |                  |                                                                                                                                                                                           |                                                                                                                                  |                                                                                                                       |ᏁᎳᏚᎯ             |                 |                 |              |               |               |nelạdụhi                                        |                                                |                                                 |                                          |                                 |                                |                                  |rrd
73555 |hominy                                                                                                                                                      |                  |Do you know how to make <u>hominy</u>?                                                                                                                                                     |Hiktahas <u>newada</u> johlvhdi?                                                                                                  |ᎯᎦᏔᎭᏍ <u>ᏁᏩᏓ</u> ᏦᏢᏗ?                                                                                                  |ᏁᏩᏓ              |                 |                 |              |               |               |ne23wa.2da                                      |                                                |                                                 |                                          |                                 |                                |                                  |ced
73556 |look!                                                                                                                                                       |                  |<u>Look</u>! Who's that coming?                                                                                                                                                            |<u>Ni</u>! Gago jidaya?                                                                                                           |<u>Ꮒ</u>! ᎦᎪ ᏥᏓᏯᎢ?                                                                                                     |Ꮒ                |                 |                 |              |               |               |ni                                              |                                                |                                                 |                                          |                                 |                                |                                  |ced
101153|Look!                                                                                                                                                       |                  |                                                                                                                                                                                           |                                                                                                                                  |                                                                                                                       |Ꮒ                |                 |                 |              |               |               |ni                                              |                                                |                                                 |                                          |                                 |                                |                                  |rrd
99713 |he's becoming, it's happening                                                                                                                               |                  |It sure <u>got</u> warm today, didn't it?                                                                                                                                                  |Udohiyu uganawa <u>nigalsda</u> kohi iga, doka?                                                                                   |ᎤᏙᎯᏳ ᎤᎦᎾᏩ <u>ᏂᎦᎵᏍᏓ</u> ᎪᎯ ᎢᎦ, ᏙᎧ?                                                                                      |ᏂᎦᎵᏍᏗᎭ           |ᏂᎦᎵᏍᏗᎭ           |ᎿᎵᏍᏓ             |ᎢᏳᎵᏍᏙᏗ        |ᏄᎵᏍᏔᏅᎢ         |ᏂᎦᎵᏍᏗᏍᎪᎢ       |nị²gạ²lsdi²ha                                   |                                                |nị²ga¹lị²sdi²ha                                  |hnạ²lsda³                                 |ị²yu²lsdoh²di                    |nu¹lsta²nv²³ɂi                  |nị²gạ²lsdi²sgọ³ɂi                 |ced
101154|It is because of.; It happens; He/she/it is becoming                                                                                                        |                  |                                                                                                                                                                                           |                                                                                                                                  |                                                                                                                       |ᏂᎦᎵᏍᏗᎭ           |ᏂᎦᎵᏍᏗᎭ           |ᎿᎵᏍᏓᎠ            |ᎢᏳᎵᏍᏙᏗ        |ᏄᎵᏍᏓᏅᎢ         |ᏂᎦᎵᏍᏗᏍᎪᎢ       |nị²gạ²lsdi²ha                                   |                                                |nị²ga¹lị²sdi²ha                                  |hnạ²lsda³                                 |ị²yu²lsdo²ɂdi                    |nu¹lsda²nv²³ɂi                  |nị²gạ²lsdi²sgọ³ɂi                 |rrd
73558 |all                                                                                                                                                         |                  |<u>All</u> the people heard him speak.                                                                                                                                                     |<u>Nigada</u> yvwi gvwhtvganv gawonisgvi.                                                                                         |<u>ᏂᎦᏓ</u> ᏴᏫ ᎬᏩᏛᎦᏅ ᎦᏬᏂᏍᎬᎢ.                                                                                            |ᏂᎦᏓ              |                 |                 |              |               |               |ni.2ga4da                                       |                                                |                                                 |                                          |                                 |                                |                                  |ced
101155|All                                                                                                                                                         |                  |And last, <u>everyone</u> ate warm, delicious bread.                                                                                                                                       |[ᏣᎳᎩ ᏔᎵᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ]                                                                                                             |ᎣᏂᏃ, <u>ᏂᎦᏓ</u> ᎤᏂᎨ ᎤᎦᎾᏩ ᎤᏖᏗ ᎦᏚ.                                                                                       |ᏂᎦᏓ              |                 |                 |              |               |               |nịgada                                          |                                                |                                                 |                                          |                                 |                                |                                  |rrd
73559 |1. he's saying it  2. it's barking, meowing, whinnying, cooing, etc                                                                                         |                  |Have you already forgotten <u>what he said</u>? A cat <u>is meowing</u>.                                                                                                                                 |Gayulas jvkewsa nuwesvi? Wesa nigawea.                                                                                            |ᎦᏳᎳᏍ ᏨᎨᏫᏎ ᏄᏪᏒᎢ? ᏪᏌ ᏂᎦᏪᎠ.                                                                                               |ᏂᎦᏪᎠ             |ᏂᏥᏪᎠ             |ᏂᏫ               |ᎢᏳᏪᏍᏗ         |ᏄᏪᏒᎢ           |ᏂᎦᏪᏍᎪᎢ         |ni.2ga.2we.2?a                                  |                                                |ni.2ji.2we.2?a                                   |hni.3wi                                   |i.2yu3we1sdi                     |nu1we1sv23?i                    |ni.2ga.2we1sgo3?i                 |ced
101156|He is saying it.; He is uttering it                                                                                                                         |                  |… <u>saying</u> “What shall I do?”                                                                                                                                                                       |[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]                                                                                                                     |… <u>ᏄᏪᏒᎩ</u>, “ᎦᏙᏃ ᏓᎦᏛᏁᎵ?”                                                                                            |ᏂᎦᏪᎠ             |ᏂᏥᏪᎠ             |ᏂᏪ               |ᎢᏳᏪᏍᏗ         |ᏄᏪᏒᎢ           |ᏂᎦᏪᏍᎪᎢ         |nịgạwẹɂa                                        |                                                |nịtsịwẹɂa                                        |hnịwe                                     |ịyuwẹsdi                         |nuwẹsv²³ɂi                      |nịgạwẹsgo³ɂi                      |rrd
101157|At a distance.; Way off.; Over yonder.; Over there                                                                                                          |                  |                                                                                                                                                                                                         |                                                                                                                                  |                                                                                                                       |ᏂᎨᎢ              |                 |                 |              |               |               |nịgei                                           |                                                |                                                 |                                          |                                 |                                |                                  |rrd
101158|Something or things way off in the distance                                                                                                                 |                  |                                                                                                                                                                                                         |                                                                                                                                  |                                                                                                                       |ᏂᎨᎢᏴᏓ            |                 |                 |              |               |               |nịgeɂiyvda                                      |                                                |                                                 |                                          |                                 |                                |                                  |rrd
101159|Always                                                                                                                                                      |                  |and I knew that Thou <u>always</u> dost hear me, …                                                                                                                                                       |[ᏣᏂ 11:42]                                                                                                                        |ᎠᎴ ᏥᎦᏔᎭ <u>ᏂᎪᎯᎸᎢ</u> ᏍᏆᏛᎦᏁᎲᎢ; …                                                                                        |ᏂᎪᎯᎸᎢ            |                 |                 |              |               |               |nịgohịlṿɂi                                      |                                                |                                                 |                                          |                                 |                                |                                  |rrd
73560 |always                                                                                                                                                      |                  |He's <u>always</u> playing ball during the summer.                                                                                                                                                       |<u>Nigohilv</u> alasgalisgo gogi yigi.                                                                                            |<u>ᏂᎪᎯᎸ</u> ᎠᎳᏍᎦᎵᏍᎪ ᎪᎩ ᏱᎩ.                                                                                             |ᏂᎪᎯᎸᎢ, ᏂᎪᎸ       |                 |                 |              |               |               |ni.2go23hi3lv4?i, ni.2go23lv                    |                                                |                                                 |                                          |                                 |                                |                                  |ced
73564 |all over, everywhere                                                                                                                                        |                  |She says she hurts <u>all over</u>. She likes to go <u>everywhere</u>.                                                                                                                                   |<u>Nikv</u> uwehisdanelidoha adiha. <u>Nikv</u> uwedolidasdi ulvkwdi.                                                             |<u>ᏂᎬ</u> ᎤᏪᎯᏍᏓᏁᎵᏙᎭ ᎠᏗᎭ. <u>ᏂᎬ</u> ᎤᏪᏙᎵᏓᏍᏗ ᎤᎸᏉᏗ.                                                                       |ᏂᎬᎢ              |                 |                 |              |               |               |ni.2kv4?i                                       |                                                |                                                 |                                          |                                 |                                |                                  |ced
101160|Everywhere                                                                                                                                                  |                  |… and he went away <u>through all</u> the city proclaiming how great things Jesus did to him.                                                                                                            |[ᎷᎦ 8:39]                                                                                                                         |… ᎠᎴ ᏭᏃᎮᎵᏙᎴ <u>ᏂᎬᎢ</u> ᎦᏚᎲ ᏂᎦᎥ ᎤᏍᏆᏂᎪᏗ ᏄᏛᏁᎸ ᏥᏌ.                                                                         |ᏂᎬᎢ              |                 |                 |              |               |               |nịkvɂi                                          |                                                |                                                 |                                          |                                 |                                |                                  |rrd
101161|He is making it                                                                                                                                             |                  |                                                                                                                                                                                                         |                                                                                                                                  |                                                                                                                       |ᏂᎬᏁᎭ             |ᏂᎬᏁᎠ             |ᏅᏁᎦ              |ᎢᏳᏩᏗ          |ᏄᏩᏁᎸᎢ          |ᏂᎬᏁᎰᎢ          |nịgvneha                                        |                                                |nịgvnẹɂa                                         |hnvnega                                   |ịyuwhdi                          |nuwanẹlv²³ɂi                    |nịgvneho³ɂi                       |rrd
101162|He is making something for him                                                                                                                              |                  |                                                                                                                                                                                                         |                                                                                                                                  |                                                                                                                       |ᏂᎬᏁᎭ             |ᏂᏥᏴᏁᎭ            |ᏂᏴᏁᏏ             |ᎢᏳᏩᏁᏍᏗ        |ᏄᏩᏁᎸᎢ          |ᏂᎬᏁᎰᎢ          |nịgṿ³hneha                                      |                                                |nịtsiyṿɂneha                                     |hniyṿɂnẹsi                                |ịyuwạ³hnesdi                     |nuwạ³hnẹlv²³ɂi                  |nịgṿ³hneho³ɂi                     |rrd
73561 |he's taking it off                                                                                                                                          |                  |<u>Take</u> your watch <u>off</u> before you dive into the water.                                                                                                                                        |<u>Hnvnhdagi</u> waji si amayi winijadetinvna.                                                                                    |<u>ᏅᏅᏓᎩ</u> ᏩᏥ Ꮟ ᎠᎹᏱ ᏫᏂᏣᏕᏘᏅᎾ.                                                                                          |ᏂᎬᏅᏕᎠ            |ᏂᎬᏅᏕᎠ            |ᏅᏅᏓᎩ             |ᎢᏳᏩᏅᏕᏍᏗ       |ᏄᏩᏅᏕᏒᎢ         |ᏂᎬᏅᏕᏍᎪᎢ        |ni.2gvnh3de3?a                                  |                                                |ni.2gvnh3de3?a                                   |hnvnh3da.3gi                              |i.2yu.3wanh1de1sdi               |nu1wanh3de3sv23?i               |ni.2gvnh3de3sgo3?i                |ced
73562 |he's putting it on                                                                                                                                          |                  |<u>He put</u> a lock on the door.                                                                                                                                                                        |Daksi <u>nuwanhtanv</u> galohisdii.                                                                                               |ᏓᎩᏏ <u>ᏄᏩᏅᏔᏅ</u> ᎦᎶᎯᏍᏗᎢ.                                                                                               |ᏂᎬᏅᏗᎭ            |ᏂᎬᏅᏗᎭ            |ᏅᏅᏓ              |ᎢᏳᏩᏅᏙᏗ        |ᏄᏩᏅᏔᏅᎢ         |ᏂᎬᏅᏗᏍᎪᎢ        |ni.2gvnh3di.3ha                                 |                                                |ni.2gvnh3di.3ha                                  |hnvnh3da                                  |i.2yu.3wanh1doh3di               |nu1wanh3ta.2nv3?i               |ni.2gvnh3di23sgo.3?i              |ced
101163|Appears as.; Looks like                                                                                                                                     |                  |                                                                                                                                                                                                         |                                                                                                                                  |                                                                                                                       |ᏂᎬᏫᏍᏗ            |                 |                 |              |               |               |nịgvwhsdi                                       |                                                |                                                 |                                          |                                 |                                |                                  |rrd
73563 |you                                                                                                                                                         |                  |He wants to talk to <u>you</u>.                                                                                                                                                                          |<u>Nihi</u> sdahlinohehdi uduliha.                                                                                                |<u>ᏂᎯ</u> ᏍᏓᏟᏃᎮᏗ ᎤᏚᎵᎭ.                                                                                                 |ᏂᎯ               |                 |                 |              |               |               |ni.2hi                                          |                                                |                                                 |                                          |                                 |                                |                                  |ced
101164|River (small)                                                                                                                                               |                  |                                                                                                                                                                                                         |                                                                                                                                  |                                                                                                                       |ᏂᎳᏛᏱ             |                 |                 |              |               |               |nịldvyi                                         |                                                |                                                 |                                          |                                 |                                |                                  |rrd
101165|Now                                                                                                                                                         |                  |                                                                                                                                                                                                         |                                                                                                                                  |                                                                                                                       |ᏃᎢ               |                 |                 |              |               |               |noɂi                                            |                                                |                                                 |                                          |                                 |                                |                                  |rrd
